month,item,qty,revenue_rm
2026-04,"Citrus Iced Lemon Tea",193,2703.10
2026-04,"Citrus Mojito",70,973.39
2026-04,"Classic Croissant",245,2445.06
2026-04,"Classic Fries",215,3029.04
2026-04,"Classic Latte (Bottle)",360,3564.00
2026-04,"Cloudy Matcha",180,2587.38
2026-04,"Crispy Prawn Creamy Carbonara",111,3085.06
2026-04,"Dirty Latte",313,4359.77
2026-04,"Doppio Freddo",280,3943.10
2026-04,"Earl Grey",123,1387.28
2026-04,"Ebi Sando",48,1005.81
2026-04,"Egg Sando",146,1536.37
2026-04,"Espresso",133,898.90
2026-04,"Google Review",83,0.00
2026-04,"Half Boiled Eggs",116,561.54
2026-04,"Hazelnut Latte",354,4910.25
2026-04,"Iced Water",626,1800.64
2026-04,"Korean Crispy Chicken",152,2974.35
2026-04,"Korean Spicy Fries",86,1357.55
2026-04,"Latte",2867,36979.71
2026-04,"Loaded Fries",112,1976.22
2026-04,"Matcha",511,7245.44
2026-04,"Matcha Affogato",5,64.50
2026-04,"Matcha Batik Indulgence",187,3169.78
2026-04,"Matcha Burnt Cheesecake",1,17.90
2026-04,"Matcha Cream Latte",540,8246.15
2026-04,"Mee Kari",55,931.37
2026-04,"Mee Kari Asam",6,101.40
2026-04,"Mineral Water",10,30.00
2026-04,"Mini Biscoff (3 pcs)",36,512.05
2026-04,"Mini Choc Chip No Nuts (3 pcs)",59,819.83
2026-04,"Mini Double Choc (3 pcs)",82,1147.32
2026-04,"Mini Hazelnut Seasalt (3 pcs)",39,560.83
2026-04,"Mini Matcha Macademia (3 pcs)",34,466.39
2026-04,"Mini Pavlova",212,1867.22
2026-04,"Mini Red Velvet (3 pcs)",82,1161.50
2026-04,"Mint Chocolate",181,2532.28
2026-04,"Mint Matcha",92,1271.21
2026-04,"Mocha",292,3960.11
2026-04,"Mocha (Bottle)",1,12.90
2026-04,"Mont Blanc",483,7222.72
2026-04,"Nasi Lemak 2 Sambal",227,2056.10
2026-04,"Nasi Lemak 2 Sambal + Ayam Crispy",366,6159.66
2026-04,"Nasi Lemak 2 Sambal + Ayam Grilled",202,3435.70
2026-04,"Nasi Lemak 2 Sambal + Sambal Udang",49,844.10
2026-04,"Nasi Lemak 2 Sambal + Udang Crispy",49,843.10
2026-04,"NYC Double Choc Dulcey",68,967.78
2026-04,"NYC Hazelut Seasalt",77,1126.61
2026-04,"NYC Red Velvet Biscoff",66,913.00
2026-04,"NYC Smores",97,1401.55
2026-04,"Peanut Butter Mocha",181,2673.29
2026-04,"Peppermint",65,729.29
2026-04,"Piccolo",182,1938.94
2026-04,"Pomegranate Iced Tea",217,3015.21
2026-04,"Roti Bakar Brioche",629,4611.94
2026-04,"Roti Bakar Brioche with Curry",21,144.90
2026-04,"Roti Bakar Brioche with Half Boiled Eggs",357,3485.50
2026-04,"Salted Caramel Latte",353,4947.64
2026-04,"Salted Egg Croissant",357,3951.71
2026-04,"Samyang Pasta",89,1775.40
2026-04,"Smoked Duck Aglio Olio",233,6979.08
2026-04,"Smoked Pulled Lamb",89,2341.65
2026-04,"Spanish Latte",827,11930.39
2026-04,"Strawberry Matcha",654,10410.32
2026-04,"Streaky Beef Pesto",250,4949.11
2026-04,"Summer Lagoon",73,1159.62
2026-04,"Truffle Fries",176,2853.83
2026-04,"Truffle Mac n Cheese",141,2848.48
2026-04,"Vanilla Latte",340,4752.01
2026-04,"White Mocha",149,2088.08
2026-05,"Affogato",6,77.40
2026-05,"Almond Crepe Cake",281,4750.59
2026-05,"Almond Croissant",202,3072.20
2026-05,"Amber Citrus",53,835.75
2026-05,"Beef Bolognese",133,2653.30
2026-05,"Berry Berries",146,2320.68
2026-05,"Bihun Kari",22,371.80
2026-05,"Bihun Kari Asam",7,118.30
2026-05,"Black",1370,13279.50
2026-05,"Burnt Cheesecake",359,6132.25
2026-05,"Buttercream Chocolate",516,7782.70
2026-05,"Buttercream Latte",1579,24226.22
2026-05,"Cappucino",542,6872.74
2026-05,"Caramel Latte",284,3972.25
2026-05,"Caramel Macchiato",336,5028.09
2026-05,"Chicken Tomyam Carbonara",343,9614.91
2026-05,"Chocolate",660,8996.26
2026-05,"Chocolate (Bottle)",1,9.03
2026-05,"Chocolate Cake Bars",296,4679.37
2026-05,"Chocolate Freddo",172,2535.37
2026-05,"Chocolate Mudslide",367,6256.84
2026-05,"Citrus Iced Lemon Tea",265,3697.13
2026-05,"Citrus Mojito",57,786.16
2026-05,"Classic Croissant",266,2704.36
2026-05,"Classic Fries",221,3089.01
2026-05,"Classic Latte (Bottle)",6,54.18
2026-05,"Cloudy Matcha",208,3073.87
2026-05,"Crispy Prawn Creamy Carbonara",118,3291.56
2026-05,"Dirty Latte",316,4404.11
2026-05,"Doppio Freddo",267,3806.98
2026-05,"Earl Grey",115,1262.58
2026-05,"Ebi Sando",54,1156.91
2026-05,"Egg Sando",206,2107.53
2026-05,"Espresso",137,929.57
2026-05,"Google Review",72,0.00
2026-05,"Half Boiled Eggs",119,576.36
2026-05,"Hazelnut Latte",311,4383.81
2026-05,"Iced Water",763,2193.09
2026-05,"Korean Crispy Chicken",146,2911.89
2026-05,"Korean Spicy Fries",69,1122.41
2026-05,"Latte",2807,36760.56
2026-05,"Loaded Fries",84,1498.96
2026-05,"Matcha",438,6260.41
2026-05,"Matcha Affogato",7,87.70
2026-05,"Matcha Batik Indulgence",219,3724.50
2026-05,"Matcha Burnt Cheesecake",3,53.70
2026-05,"Matcha Cream Latte",449,6954.70
2026-05,"Mee Kari",89,1510.89
2026-05,"Mee Kari Asam",13,219.13
2026-05,"Mineral Water",20,59.00
2026-05,"Mini Biscoff (3 pcs)",65,906.30
2026-05,"Mini Choc Chip No Nuts (3 pcs)",96,1351.60
2026-05,"Mini Double Choc (3 pcs)",90,1262.42
2026-05,"Mini Hazelnut Seasalt (3 pcs)",53,801.94
2026-05,"Mini Matcha Macademia (3 pcs)",60,883.98
2026-05,"Mini Pavlova",221,1953.10
2026-05,"Mini Red Velvet (3 pcs)",90,1274.70
2026-05,"Mint Chocolate",166,2307.78
2026-05,"Mint Matcha",74,1043.53
2026-05,"Mocha",280,3836.44
2026-05,"Mont Blanc",531,7948.61
2026-05,"Nasi Lemak 2 Sambal",269,2425.54
2026-05,"Nasi Lemak 2 Sambal + Ayam Crispy",452,7665.51
2026-05,"Nasi Lemak 2 Sambal + Ayam Grilled",209,3524.48
2026-05,"Nasi Lemak 2 Sambal + Sambal Udang",64,1133.24
2026-05,"Nasi Lemak 2 Sambal + Udang Crispy",35,611.50
2026-05,"NYC Double Choc Dulcey",131,1854.83
2026-05,"NYC Hazelut Seasalt",101,1448.32
2026-05,"NYC Red Velvet Biscoff",82,1102.65
2026-05,"NYC Smores",114,1601.42
2026-05,"Peanut Butter Mocha",217,3267.97
2026-05,"Peppermint",77,852.91
2026-05,"Piccolo",177,1914.00
2026-05,"Pomegranate Iced Tea",219,3000.57
2026-05,"Red Velvet Cake",1,16.90
2026-05,"Roti Bakar Brioche",749,5488.47
2026-05,"Roti Bakar Brioche with Curry",31,220.75
2026-05,"Roti Bakar Brioche with Half Boiled Eggs",426,4164.20
2026-05,"Salted Caramel Latte",344,4929.38
2026-05,"Salted Egg Croissant",367,4072.68
2026-05,"Samyang Pasta",91,1827.03
2026-05,"Smoked Duck Aglio Olio",251,7433.94
2026-05,"Smoked Pulled Lamb",121,3169.32
2026-05,"Spanish Latte",731,10501.27
2026-05,"Strawberry Matcha",699,11152.40
2026-05,"Streaky Beef Pesto",309,6182.52
2026-05,"Summer Lagoon",85,1346.11
2026-05,"Truffle Fries",152,2438.32
2026-05,"Truffle Mac n Cheese",171,3421.36
2026-05,"Vanilla Latte",257,3644.35
2026-05,"White Mocha",124,1738.15
2026-06,"Affogato",11,141.90
2026-06,"Almond Crepe Cake",83,1387.44
2026-06,"Almond Croissant",80,1217.18
2026-06,"Amber Citrus",24,378.83
2026-06,"Beef Bolognese",57,1133.72
2026-06,"Berry Berries",45,723.46
2026-06,"Bihun Kari",7,123.30
2026-06,"Bihun Kari Asam",6,106.40
2026-06,"Biscoff Batik",54,947.98
2026-06,"Black",526,5164.34
2026-06,"Burnt Cheesecake",91,1566.88
2026-06,"Buttercream Chocolate",201,3022.45
2026-06,"Buttercream Latte",686,10554.60
2026-06,"Cappucino",196,2530.18
2026-06,"Caramel Latte",139,1918.49
2026-06,"Caramel Latte (Bottle)",30,348.30
2026-06,"Caramel Macchiato",152,2293.84
2026-06,"Chicken Tomyam Carbonara",131,3709.04
2026-06,"Chocolate",235,3164.03
2026-06,"Chocolate Cake Bars",94,1489.83
2026-06,"Chocolate Freddo",64,960.60
2026-06,"Chocolate Mudslide",112,1920.89
2026-06,"Citrus Iced Lemon Tea",107,1488.84
2026-06,"Citrus Mojito",34,478.42
2026-06,"Classic Croissant",128,1295.69
2026-06,"Classic Fries",81,1152.37
2026-06,"Classic Latte (Bottle)",1,12.90
2026-06,"Cloudy Matcha",81,1192.00
2026-06,"Crispy Prawn Creamy Carbonara",54,1529.60
2026-06,"Dirty Latte",152,2113.71
2026-06,"Doppio Freddo",123,1760.09
2026-06,"Earl Grey",51,566.78
2026-06,"Ebi Sando",30,638.70
2026-06,"Egg Sando",113,1191.82
2026-06,"Espresso",48,325.64
2026-06,"Google Review",25,0.00
2026-06,"Half Boiled Eggs",49,237.65
2026-06,"Hazelnut Latte",140,1968.89
2026-06,"Iced Water",282,815.27
2026-06,"Korean Crispy Chicken",81,1618.26
2026-06,"Korean Spicy Fries",26,416.30
2026-06,"Latte",1086,14383.81
2026-06,"Loaded Fries",49,870.62
2026-06,"Matcha",182,2651.84
2026-06,"Matcha Affogato",4,51.60
2026-06,"Matcha Batik Indulgence",89,1522.17
2026-06,"Matcha Cream Latte",208,3257.98
2026-06,"Mee Kari",36,611.24
2026-06,"Mee Kari Asam",10,173.93
2026-06,"Mineral Water",58,174.00
2026-06,"Mini Biscoff (3 pcs)",15,219.35
2026-06,"Mini Choc Chip No Nuts (3 pcs)",37,521.89
2026-06,"Mini Double Choc (3 pcs)",34,486.88
2026-06,"Mini Hazelnut Seasalt (3 pcs)",29,418.08
2026-06,"Mini Matcha Macademia (3 pcs)",19,278.89
2026-06,"Mini Pavlova",59,522.43
2026-06,"Mini Red Velvet (3 pcs)",29,417.89
2026-06,"Mint Chocolate",84,1155.28
2026-06,"Mint Matcha",31,443.75
2026-06,"Mocha",105,1453.95
2026-06,"Mont Blanc",297,4464.42
2026-06,"Nasi Lemak 2 Sambal",104,946.40
2026-06,"Nasi Lemak 2 Sambal + Ayam Crispy",135,2324.77
2026-06,"Nasi Lemak 2 Sambal + Ayam Grilled",69,1168.78
2026-06,"Nasi Lemak 2 Sambal + Sambal Udang",16,278.68
2026-06,"Nasi Lemak 2 Sambal + Udang Crispy",17,292.30
2026-06,"NYC Double Choc Dulcey",42,602.47
2026-06,"NYC Hazelut Seasalt",50,716.64
2026-06,"NYC Red Velvet Biscoff",34,498.91
2026-06,"NYC Smores",44,627.19
2026-06,"Peanut Butter Mocha",50,767.67
2026-06,"Peppermint",22,247.44
2026-06,"Piccolo",72,802.42
2026-06,"Pomegranate Iced Tea",124,1726.60
2026-06,"Roti Bakar Brioche",248,1829.05
2026-06,"Roti Bakar Brioche with Curry",10,69.00
2026-06,"Roti Bakar Brioche with Half Boiled Eggs",146,1435.53
2026-06,"Salted Caramel Latte",182,2637.70
2026-06,"Salted Egg Croissant",119,1325.59
2026-06,"Samyang Pasta",27,545.36
2026-06,"Smoked Duck Aglio Olio",90,2651.23
2026-06,"Smoked Pulled Lamb",31,823.22
2026-06,"Spanish Latte",337,4983.57
2026-06,"Strawberry Matcha",248,3945.27
2026-06,"Streaky Beef Pesto",112,2247.90
2026-06,"Summer Lagoon",35,557.47
2026-06,"Truffle Fries",54,880.39
2026-06,"Truffle Mac n Cheese",60,1182.46
2026-06,"Vanilla Latte",104,1471.86
2026-06,"White Mocha",52,721.65
